stockid,scientificname,commonname,ram_region,primary_country,year,status_bio,status_f,shared_eez,n_eez,shared_larval,n_larval,num_eezs_cutoff0,num_eezs_cutoff5,num_eezs_cutoff10,num_eezs_cutoff15,num_eezs_cutoff20,num_eezs_cutoff25,r,B0,AspectRatio,age_50_mat,max_length,national,multiple_cs_progs,IQ,ITQ,IVQ,Coop,CommunityQuota,TURF,RBP,pred_real_price,pred_nominal_price
HAD4X5Y,Melanogrammus aeglefinus,Haddock,Canada East Coast,Canada,2002,0.457692308,1.1890470465910254,1,2,1,27,2,2,2,2,2,2,0.68776856203364,89220.26137171,1.3250000476837158,3.393571429,112,1,0,0,1,0,0,0,0,0,1221.739888,897.0685471
HAD4X5Y,Melanogrammus aeglefinus,Haddock,Canada East Coast,Canada,2003,0.507692308,1.167078952085918,1,2,1,27,2,2,2,2,2,2,0.68776856203364,89220.26137171,1.3250000476837158,3.393571429,112,1,0,0,1,0,0,0,0,0,1303.728041,1018.605935
HAD4X5Y,Melanogrammus aeglefinus,Haddock,Canada East Coast,Canada,2004,0.523076923,0.8518407364197885,1,2,1,27,2,2,2,2,2,2,0.68776856203364,89220.26137171,1.3250000476837158,3.393571429,112,1,0,0,1,0,0,0,0,0,1358.034012,1127.366479
HAD4X5Y,Melanogrammus aeglefinus,Haddock,Canada East Coast,Canada,2005,0.492307692,0.7779549324590109,1,2,1,27,2,2,2,2,2,2,0.68776856203364,89220.26137171,1.3250000476837158,3.393571429,112,1,0,0,1,0,0,0,0,0,1398.969073,1215.701014
HAD4X5Y,Melanogrammus aeglefinus,Haddock,Canada East Coast,Canada,2006,0.451923077,0.7150094078968229,1,2,1,27,2,2,2,2,2,2,0.68776856203364,89220.26137171,1.3250000476837158,3.393571429,112,1,0,0,1,0,0,0,0,0,1440.5418770000001,1307.222752
HAD4X5Y,Melanogrammus aeglefinus,Haddock,Canada East Coast,Canada,2007,0.732692308,0.6387772954269281,1,2,1,27,2,2,2,2,2,2,0.68776856203364,89220.26137171,1.3250000476837158,3.393571429,112,1,0,0,1,0,0,0,0,0,1442.684078,1346.88251
HAD4X5Y,Melanogrammus aeglefinus,Haddock,Canada East Coast,Canada,2008,0.728846154,0.5012115663149669,1,2,1,27,2,2,2,2,2,2,0.68776856203364,89220.26137171,1.3250000476837158,3.393571429,112,1,0,0,1,0,0,0,0,0,1502.517341,1471.755598
HAD4X5Y,Melanogrammus aeglefinus,Haddock,Canada East Coast,Canada,2009,0.732692308,0.51065045419303845,1,2,1,27,2,2,2,2,2,2,0.68776856203364,89220.26137171,1.3250000476837158,3.393571429,112,1,0,0,1,0,0,0,0,0,1404.927737,1344.678822
HAD4X5Y,Melanogrammus aeglefinus,Haddock,Canada East Coast,Canada,2010,0.821153846,0.4688938808251556,1,2,1,27,2,2,2,2,2,2,0.68776856203364,89220.26137171,1.3250000476837158,3.393571429,112,1,0,0,1,0,0,0,0,0,1492.017422,1506.987448
HAD5Y,Melanogrammus aeglefinus,Haddock,US East Coast,United States,1977,2.127622756,1.136752137,1,2,1,27,2,1,1,1,1,1,0.102201973350944,103802.163228752,1.3250000476837158,3.393571429,112,0,0,0,0,0,0,0,0,0,2255.782184,663.1593125
HAD5Y,Melanogrammus aeglefinus,Haddock,US East Coast,United States,1978,2.994635518,1.286324786,1,2,1,27,2,1,1,1,1,1,0.102201973350944,103802.163228752,1.3250000476837158,3.393571429,112,0,0,0,0,0,0,0,0,0,2260.69266,683.0173197
HAD5Y,Melanogrammus aeglefinus,Haddock,US East Coast,United States,1979,3.396214579,1.044871795,1,2,1,27,2,1,1,1,1,1,0.102201973350944,103802.163228752,1.3250000476837158,3.393571429,112,0,0,0,0,0,0,0,0,0,2438.429683,807.3252419
HAD5Y,Melanogrammus aeglefinus,Haddock,US East Coast,United States,1980,3.254034177,1.519230769,1,2,1,27,2,1,1,1,1,1,0.102201973350944,103802.163228752,1.3250000476837158,3.393571429,112,0,0,0,0,0,0,0,0,0,2562.582871,918.3404158
HAD5Y,Melanogrammus aeglefinus,Haddock,US East Coast,United States,1981,3.13770279,1.363247863,1,2,1,27,2,1,1,1,1,1,0.102201973350944,103802.163228752,1.3250000476837158,3.393571429,112,0,0,0,0,0,0,0,0,0,2539.267996,946.2658967
HAD5Y,Melanogrammus aeglefinus,Haddock,US East Coast,United States,1982,2.995717067,1.489316239,1,2,1,27,2,1,1,1,1,1,0.102201973350944,103802.163228752,1.3250000476837158,3.393571429,112,0,0,0,0,0,0,0,0,0,2541.368993,984.4901208
HAD5Y,Melanogrammus aeglefinus,Haddock,US East Coast,United States,1983,2.262513519,2.382478632,1,2,1,27,2,1,1,1,1,1,0.102201973350944,103802.163228752,1.3250000476837158,3.393571429,112,0,0,0,0,0,0,0,0,0,2551.429803,1025.284113
HAD5Y,Melanogrammus aeglefinus,Haddock,US East Coast,United States,1984,1.506143197,1.867521368,1,2,1,27,2,1,1,1,1,1,0.102201973350944,103802.163228752,1.3250000476837158,3.393571429,112,0,0,0,0,0,0,0,0,0,2695.199302,1168.410513
HAD5Y,Melanogrammus aeglefinus,Haddock,US East Coast,United States,1985,1.096171317,2.358974359,1,2,1,27,2,1,1,1,1,1,0.102201973350944,103802.163228752,1.3250000476837158,3.393571429,112,0,0,0,0,0,0,0,0,0,2697.069881,1216.474682
HAD5Y,Melanogrammus aeglefinus,Haddock,US East Coast,United States,1986,0.618927104,3.378205128,1,2,1,27,2,1,1,1,1,1,0.102201973350944,103802.163228752,1.3250000476837158,3.393571429,112,0,0,0,0,0,0,0,0,1,2670.419802,1247.605424
HAD5Y,Melanogrammus aeglefinus,Haddock,US East Coast,United States,1987,0.322669262,2.004273504,1,2,1,27,2,1,1,1,1,1,0.102201973350944,103802.163228752,1.3250000476837158,3.393571429,112,0,0,0,0,0,0,0,0,1,2789.292671,1391.598231
HAD5Y,Melanogrammus aeglefinus,Haddock,US East Coast,United States,1988,0.231408177,1.61965812,1,2,1,27,2,1,1,1,1,1,0.102201973350944,103802.163228752,1.3250000476837158,3.393571429,112,0,0,0,0,0,0,0,0,1,2718.726158,1379.02059
HAD5Y,Melanogrammus aeglefinus,Haddock,US East Coast,United States,1989,0.168829764,1.237179487,1,2,1,27,2,1,1,1,1,1,0.102201973350944,103802.163228752,1.3250000476837158,3.393571429,112,0,0,0,0,0,0,0,0,1,2684.782183,1385.050965
HAD5Y,Melanogrammus aeglefinus,Haddock,US East Coast,United States,1990,0.178433917,2.35042735,1,2,1,27,2,1,1,1,1,1,0.102201973350944,103802.163228752,1.3250000476837158,3.393571429,112,0,0,0,0,0,0,0,0,1,2592.455563,1332.691554
HAD5Y,Melanogrammus aeglefinus,Haddock,US East Coast,United States,1991,0.15409907,2.702991453,1,2,1,27,2,1,1,1,1,1,0.102201973350944,103802.163228752,1.3250000476837158,3.393571429,112,0,0,0,0,0,0,0,0,1,2429.378518,1217.623206
HAD5Y,Melanogrammus aeglefinus,Haddock,US East Coast,United States,1992,0.138048886,2.694444444,1,2,1,27,2,1,1,1,1,1,0.102201973350944,103802.163228752,1.3250000476837158,3.393571429,112,0,0,0,0,0,0,0,0,1,2472.537697,1280.236383
HAD5Y,Melanogrammus aeglefinus,Haddock,US East Coast,United States,1993,0.143261951,1.621794872,1,2,1,27,2,1,1,1,1,1,0.102201973350944,103802.163228752,1.3250000476837158,3.393571429,112,0,0,0,0,0,0,0,0,1,2389.112768,1246.36033
HAD5Y,Melanogrammus aeglefinus,Haddock,US East Coast,United States,1994,0.235950681,0.891025641,1,2,1,27,2,1,1,1,1,1,0.102201973350944,103802.163228752,1.3250000476837158,3.393571429,112,0,0,0,0,0,0,0,0,1,2375.918288,1265.136447
HAD5Y,Melanogrammus aeglefinus,Haddock,US East Coast,United States,1995,0.423621025,1.200854701,1,2,1,27,2,1,1,1,1,1,0.102201973350944,103802.163228752,1.3250000476837158,3.393571429,112,0,0,0,0,0,0,0,0,1,2505.495858,1423.690678
HAD5Y,Melanogrammus aeglefinus,Haddock,US East Coast,United States,1996,0.686610426,0.576923077,1,2,1,27,2,1,1,1,1,1,0.102201973350944,103802.163228752,1.3250000476837158,3.393571429,112,1,0,0,0,0,0,0,0,1,2583.540938,1550.905598
HAD5Y,Melanogrammus aeglefinus,Haddock,US East Coast,United States,1997,1.050508328,0.931623932,1,2,1,27,2,1,1,1,1,1,0.102201973350944,103802.163228752,1.3250000476837158,3.393571429,112,1,0,0,0,0,0,0,0,1,2521.738809,1530.801771
HAD5Y,Melanogrammus aeglefinus,Haddock,US East Coast,United States,1998,1.302920182,0.688034188,1,2,1,27,2,1,1,1,1,1,0.102201973350944,103802.163228752,1.3250000476837158,3.393571429,112,1,0,0,0,0,0,0,0,1,2400.680298,1449.179824
HAD5Y,Melanogrammus aeglefinus,Haddock,US East Coast,United States,1999,1.29954575,0.416666667,1,2,1,27,2,1,1,1,1,1,0.102201973350944,103802.163228752,1.3250000476837158,3.393571429,112,1,0,0,0,0,0,0,0,1,2436.669959,1517.205144
HAD5Y,Melanogrammus aeglefinus,Haddock,US East Coast,United States,2000,1.552822842,0.553418803,1,2,1,27,2,1,1,1,1,1,0.102201973350944,103802.163228752,1.3250000476837158,3.393571429,112,1,0,0,0,0,0,0,0,1,2576.745685,1690.027699
HAD5Y,Melanogrammus aeglefinus,Haddock,US East Coast,United States,2001,2.506554186,0.452991453,1,2,1,27,2,1,1,1,1,1,0.102201973350944,103802.163228752,1.3250000476837158,3.393571429,112,1,0,0,0,0,0,0,0,1,2594.622458,1752.379867
HAD5Y,Melanogrammus aeglefinus,Haddock,US East Coast,United States,2002,3.03614536,0.386752137,1,2,1,27,2,1,1,1,1,1,0.102201973350944,103802.163228752,1.3250000476837158,3.393571429,112,1,0,0,0,0,0,0,0,1,2540.14549,1744.162071
HAD5Y,Melanogrammus aeglefinus,Haddock,US East Coast,United States,2003,2.619381354,0.395299145,1,2,1,27,2,1,1,1,1,1,0.102201973350944,103802.163228752,1.3250000476837158,3.393571429,112,1,0,0,0,0,0,0,0,1,2710.608809,1980.46609
HAD5Y,Melanogrammus aeglefinus,Haddock,US East Coast,United States,2004,2.241271901,0.365384615,1,2,1,27,2,1,1,1,1,1,0.102201973350944,103802.163228752,1.3250000476837158,3.393571429,112,1,0,0,0,0,0,0,0,1,2823.517515,2191.928209
HAD5Y,Melanogrammus aeglefinus,Haddock,US East Coast,United States,2005,1.913843824,0.564102564,1,2,1,27,2,1,1,1,1,1,0.102201973350944,103802.163228752,1.3250000476837158,3.393571429,112,1,0,0,0,0,0,0,0,1,2908.626473,2363.676228
HAD5Y,Melanogrammus aeglefinus,Haddock,US East Coast,United States,2006,1.77782825,0.482905983,1,2,1,27,2,1,1,1,1,1,0.102201973350944,103802.163228752,1.3250000476837158,3.393571429,112,1,0,0,0,0,0,0,0,1,2995.061377,2541.621096
HAD5Y,Melanogrammus aeglefinus,Haddock,US East Coast,United States,2007,1.572744971,0.688034188,1,2,1,27,2,1,1,1,1,1,0.102201973350944,103802.163228752,1.3250000476837158,3.393571429,112,1,0,0,0,0,0,0,0,1,2999.515273,2618.731196
HAD5Y,Melanogrammus aeglefinus,Haddock,US East Coast,United States,2008,1.377655202,0.636752137,1,2,1,27,2,1,1,1,1,1,0.102201973350944,103802.163228752,1.3250000476837158,3.393571429,112,1,0,0,0,0,0,0,0,1,3123.915888,2861.520785
HAD5Y,Melanogrammus aeglefinus,Haddock,US East Coast,United States,2009,1.24057971,0.527777778,1,2,1,27,2,1,1,1,1,1,0.102201973350944,103802.163228752,1.3250000476837158,3.393571429,112,1,0,0,0,0,0,0,0,1,2921.01526,2614.446586
HAD5Y,Melanogrammus aeglefinus,Haddock,US East Coast,United States,2010,1.054877785,0.613247863,1,2,1,27,2,1,1,1,1,1,0.102201973350944,103802.163228752,1.3250000476837158,3.393571429,112,1,0,0,0,0,1,0,0,1,3102.085282,2930.021745
HAD5Y,Melanogrammus aeglefinus,Haddock,US East Coast,United States,2011,0.883841661,0.555555556,1,2,1,27,2,1,1,1,1,1,0.102201973350944,103802.163228752,1.3250000476837158,3.393571429,112,1,0,0,0,0,1,0,0,1,3189.762052,3172.152105
HAD5Y,Melanogrammus aeglefinus,Haddock,US East Coast,United States,2012,0.984360805,0.72008547,1,2,1,27,2,1,1,1,1,1,0.102201973350944,103802.163228752,1.3250000476837158,3.393571429,112,1,0,0,0,0,1,0,0,0,3230.123945,3327.17064
HAD5Y,Melanogrammus aeglefinus,Haddock,US East Coast,United States,2013,1.494073113,0.632478632,1,2,1,27,2,1,1,1,1,1,0.102201973350944,103802.163228752,1.3250000476837158,3.393571429,112,1,0,0,0,0,1,0,0,0,3306.88139,3559.76415
HAD5Y,Melanogrammus aeglefinus,Haddock,US East Coast,United States,2014,2.233441488,0.549145299,1,2,1,27,2,1,1,1,1,1,0.102201973350944,103802.163228752,1.3250000476837158,3.393571429,112,1,0,0,0,0,1,0,0,0,3339.329091,3736.132761
HADFAPL,Melanogrammus aeglefinus,Haddock,Europe non EU,Faroe Islands,1957,2.186315283,2.975757576,1,3,1,27,3,2,2,2,1,1,0.269868113141874,196197.719859014,1.3250000476837158,3.393571429,112,0,0,0,0,0,0,0,0,0,1229.481209,159.1858255
HADFAPL,Melanogrammus aeglefinus,Haddock,Europe non EU,Faroe Islands,1958,2.215076829,3.878787879,1,3,1,27,3,2,2,2,1,1,0.269868113141874,196197.719859014,1.3250000476837158,3.393571429,112,0,0,0,0,0,0,0,0,0,1237.590725,164.51043429999999
HADFAPL,Melanogrammus aeglefinus,Haddock,Europe non EU,Faroe Islands,1959,1.994615418,3.836363636,1,3,1,27,3,2,2,2,1,1,0.269868113141874,196197.719859014,1.3250000476837158,3.393571429,112,0,0,0,0,0,0,0,0,0,1249.69824,171.250239
HADFAPL,Melanogrammus aeglefinus,Haddock,Europe non EU,Faroe Islands,1960,1.980738082,4.406060606,1,3,1,27,3,2,2,2,1,1,0.269868113141874,196197.719859014,1.3250000476837158,3.393571429,112,0,0,0,0,0,0,0,0,0,1255.871421,176.4770743
HADFAPL,Melanogrammus aeglefinus,Haddock,Europe non EU,Faroe Islands,1961,1.875891958,3.793939394,1,3,1,27,3,2,2,2,1,1,0.269868113141874,196197.719859014,1.3250000476837158,3.393571429,112,0,0,0,0,0,0,0,0,0,1257.92105,182.2411908
HADFAPL,Melanogrammus aeglefinus,Haddock,Europe non EU,Faroe Islands,1962,2.077879438,4.187878788,1,3,1,27,3,2,2,2,1,1,0.269868113141874,196197.719859014,1.3250000476837158,3.393571429,112,0,0,0,0,0,0,0,0,0,1266.791728,189.3518101
HADFAPL,Melanogrammus aeglefinus,Haddock,Europe non EU,Faroe Islands,1963,2.095258941,4.466666667,1,3,1,27,3,2,2,2,1,1,0.269868113141874,196197.719859014,1.3250000476837158,3.393571429,112,0,0,0,0,0,0,0,0,0,1277.486666,197.8369735
HADFAPL,Melanogrammus aeglefinus,Haddock,Europe non EU,Faroe Islands,1964,1.945585081,3.212121212,1,3,1,27,3,2,2,2,1,1,0.269868113141874,196197.719859014,1.3250000476837158,3.393571429,112,0,0,0,0,0,0,0,0,0,1289.683477,207.0412356
HADFAPL,Melanogrammus aeglefinus,Haddock,Europe non EU,Faroe Islands,1965,1.969531147,3.521212121,1,3,1,27,3,2,2,2,1,1,0.269868113141874,196197.719859014,1.3250000476837158,3.393571429,112,0,0,0,0,0,0,0,0,0,1309.823637,217.79241
HADFAPL,Melanogrammus aeglefinus,Haddock,Europe non EU,Faroe Islands,1966,1.835354376,3.315151515,1,3,1,27,3,2,2,2,1,1,0.269868113141874,196197.719859014,1.3250000476837158,3.393571429,112,0,0,0,0,0,0,0,0,0,1324.894964,230.3409888
HADFAPL,Melanogrammus aeglefinus,Haddock,Europe non EU,Faroe Islands,1967,1.665893271,2.76969697,1,3,1,27,3,2,2,2,1,1,0.269868113141874,196197.719859014,1.3250000476837158,3.393571429,112,0,0,0,0,0,0,0,0,0,1356.849839,248.0317908
HADFAPL,Melanogrammus aeglefinus,Haddock,Europe non EU,Faroe Islands,1968,1.771833822,2.933333333,1,3,1,27,3,2,2,2,1,1,0.269868113141874,196197.719859014,1.3250000476837158,3.393571429,112,0,0,0,0,0,0,0,0,0,1405.653719,274.9764594
HADFAPL,Melanogrammus aeglefinus,Haddock,Europe non EU,Faroe Islands,1969,2.06417721,3.387878788,1,3,1,27,3,2,2,2,1,1,0.269868113141874,196197.719859014,1.3250000476837158,3.393571429,112,0,0,0,0,0,0,0,0,0,1421.63986,293.2785318
HADFAPL,Melanogrammus aeglefinus,Haddock,Europe non EU,Faroe Islands,1970,2.184870639,2.981818182,1,3,1,27,3,2,2,2,1,1,0.269868113141874,196197.719859014,1.3250000476837158,3.393571429,112,0,0,0,0,0,0,0,0,0,1460.671301,319.1246956
HADFAPL,Melanogrammus aeglefinus,Haddock,Europe non EU,Faroe Islands,1971,2.175371011,3.036363636,1,3,1,27,3,2,2,2,1,1,0.269868113141874,196197.719859014,1.3250000476837158,3.393571429,112,0,0,0,0,0,0,0,0,0,1483.456765,339.6631058
HADFAPL,Melanogrammus aeglefinus,Haddock,Europe non EU,Faroe Islands,1972,1.987479753,2.684848485,1,3,1,27,3,2,2,2,1,1,0.269868113141874,196197.719859014,1.3250000476837158,3.393571429,112,0,0,0,0,0,0,0,0,0,1544.227208,375.8354645
HADFAPL,Melanogrammus aeglefinus,Haddock,Europe non EU,Faroe Islands,1973,1.852427439,2.43030303,1,3,1,27,3,2,2,2,1,1,0.269868113141874,196197.719859014,1.3250000476837158,3.393571429,112,0,0,0,0,0,0,0,0,0,1639.141715,433.3699728
HADFAPL,Melanogrammus aeglefinus,Haddock,Europe non EU,Faroe Islands,1974,1.926323162,1.884848485,1,3,1,27,3,2,2,2,1,1,0.269868113141874,196197.719859014,1.3250000476837158,3.393571429,112,0,0,0,0,0,0,0,0,0,1851.475973,555.0498644
HADFAPL,Melanogrammus aeglefinus,Haddock,Europe non EU,Faroe Islands,1975,2.496651053,1.56969697,1,3,1,27,3,2,2,2,1,1,0.269868113141874,196197.719859014,1.3250000476837158,3.393571429,112,0,0,0,0,0,0,0,0,0,1825.666519,563.4109254
HADFAPL,Melanogrammus aeglefinus,Haddock,Europe non EU,Faroe Islands,1976,3.501291424,1.878787879,1,3,1,27,3,2,2,2,1,1,0.269868113141874,196197.719859014,1.3250000476837158,3.393571429,112,0,0,0,0,0,0,0,0,0,1881.499566,610.386526
HADFAPL,Melanogrammus aeglefinus,Haddock,Europe non EU,Faroe Islands,1977,3.596725474,2.284848485,1,3,1,27,3,2,2,2,1,1,0.269868113141874,196197.719859014,1.3250000476837158,3.393571429,112,0,0,0,0,0,0,0,0,0,1773.315783,569.7494673
HADFAPL,Melanogrammus aeglefinus,Haddock,Europe non EU,Faroe Islands,1978,3.517051175,1.818181818,1,3,1,27,3,2,2,2,1,1,0.269868113141874,196197.719859014,1.3250000476837158,3.393571429,112,0,0,0,0,0,0,0,0,0,1777.176007,586.8103587
HADFAPL,Melanogrammus aeglefinus,Haddock,Europe non EU,Faroe Islands,1979,2.770038962,1.248484848,1,3,1,27,3,2,2,2,1,1,0.269868113141874,196197.719859014,1.3250000476837158,3.393571429,112,0,0,0,0,0,0,0,0,0,1916.898658,693.6087873
HADFAPL,Melanogrammus aeglefinus,Haddock,Europe non EU,Faroe Islands,1980,2.539202381,1.618181818,1,3,1,27,3,2,2,2,1,1,0.269868113141874,196197.719859014,1.3250000476837158,3.393571429,112,0,0,0,0,0,0,0,0,0,2014.497978,788.9868284
HADFAPL,Melanogrammus aeglefinus,Haddock,Europe non EU,Faroe Islands,1981,2.291642954,1.472727273,1,3,1,27,3,2,2,2,1,1,0.269868113141874,196197.719859014,1.3250000476837158,3.393571429,112,0,0,0,0,0,0,0,0,0,1996.169686,812.978843
HADFAPL,Melanogrammus aeglefinus,Haddock,Europe non EU,Faroe Islands,1982,1.771133389,2.23030303,1,3,1,27,3,2,2,2,1,1,0.269868113141874,196197.719859014,1.3250000476837158,3.393571429,112,0,0,0,0,0,0,0,0,0,1997.821322,845.8189629
HADFAPL,Melanogrammus aeglefinus,Haddock,Europe non EU,Faroe Islands,1983,1.640721446,2.012121212,1,3,1,27,3,2,2,2,1,1,0.269868113141874,196197.719859014,1.3250000476837158,3.393571429,112,0,0,0,0,0,0,0,0,0,2005.730327,880.8668838
HADFAPL,Melanogrammus aeglefinus,Haddock,Europe non EU,Faroe Islands,1984,1.796392768,1.781818182,1,3,1,27,3,2,2,2,1,1,0.269868113141874,196197.719859014,1.3250000476837158,3.393571429,112,0,0,0,0,0,0,0,0,0,2118.750425,1003.833099
HADFAPL,Melanogrammus aeglefinus,Haddock,Europe non EU,Faroe Islands,1985,2.15584643,1.903030303,1,3,1,27,3,2,2,2,1,1,0.269868113141874,196197.719859014,1.3250000476837158,3.393571429,112,0,0,0,0,0,0,0,0,0,2120.220924,1045.127149
HADFAPL,Melanogrammus aeglefinus,Haddock,Europe non EU,Faroe Islands,1986,2.375300967,1.775757576,1,3,1,27,3,2,2,2,1,1,0.269868113141874,196197.719859014,1.3250000476837158,3.393571429,112,0,0,0,0,0,0,0,0,0,2099.270761,1071.872945
HADFAPL,Melanogrammus aeglefinus,Haddock,Europe non EU,Faroe Islands,1987,2.383312174,2.012121212,1,3,1,27,3,2,2,2,1,1,0.269868113141874,196197.719859014,1.3250000476837158,3.393571429,112,0,0,0,0,0,0,0,0,0,2192.719116,1195.583529
HADFAPL,Melanogrammus aeglefinus,Haddock,Europe non EU,Faroe Islands,1988,2.145952808,1.654545455,1,3,1,27,3,2,2,2,1,1,0.269868113141874,196197.719859014,1.3250000476837158,3.393571429,112,0,0,0,0,0,0,0,0,0,2137.245359,1184.777522
HADFAPL,Melanogrammus aeglefinus,Haddock,Europe non EU,Faroe Islands,1989,1.831808431,1.860606061,1,3,1,27,3,2,2,2,1,1,0.269868113141874,196197.719859014,1.3250000476837158,3.393571429,112,0,0,0,0,0,0,0,0,0,2110.561317,1189.958483
HADFAPL,Melanogrammus aeglefinus,Haddock,Europe non EU,Faroe Islands,1990,1.53622554,2.115151515,1,3,1,27,3,2,2,2,1,1,0.269868113141874,196197.719859014,1.3250000476837158,3.393571429,112,0,0,0,0,0,0,0,0,0,2037.981503,1144.9742
HADFAPL,Melanogrammus aeglefinus,Haddock,Europe non EU,Faroe Islands,1991,1.189335902,1.927272727,1,3,1,27,3,2,2,2,1,1,0.269868113141874,196197.719859014,1.3250000476837158,3.393571429,112,0,0,0,0,0,0,0,0,0,1909.783356,1046.113897
HADFAPL,Melanogrammus aeglefinus,Haddock,Europe non EU,Faroe Islands,1992,0.888412205,1.612121212,1,3,1,27,3,2,2,2,1,1,0.269868113141874,196197.719859014,1.3250000476837158,3.393571429,112,0,0,0,0,0,0,0,0,0,1943.711655,1099.907645
HADFAPL,Melanogrammus aeglefinus,Haddock,Europe non EU,Faroe Islands,1993,0.771089612,1.654545455,1,3,1,27,3,2,2,2,1,1,0.269868113141874,196197.719859014,1.3250000476837158,3.393571429,112,0,0,0,0,0,0,0,0,0,1878.129639,1070.80323
HADFAPL,Melanogrammus aeglefinus,Haddock,Europe non EU,Faroe Islands,1994,0.728844723,1.436363636,1,3,1,27,3,2,2,2,1,1,0.269868113141874,196197.719859014,1.3250000476837158,3.393571429,112,0,0,0,0,0,0,0,0,0,1867.757192,1086.934622
HADFAPL,Melanogrammus aeglefinus,Haddock,Europe non EU,Faroe Islands,1995,0.779188373,1.648484848,1,3,1,27,3,2,2,2,1,1,0.269868113141874,196197.719859014,1.3250000476837158,3.393571429,112,0,0,0,0,0,0,0,0,0,1969.620728,1223.155568
HADFAPL,Melanogrammus aeglefinus,Haddock,Europe non EU,Faroe Islands,1996,1.727137416,1.993939394,1,3,1,27,3,2,2,2,1,1,0.269868113141874,196197.719859014,1.3250000476837158,3.393571429,112,0,0,0,0,0,0,0,0,0,2030.973537,1332.451527
HADFAPL,Melanogrammus aeglefinus,Haddock,Europe non EU,Faroe Islands,1997,3.32176159,2.290909091,1,3,1,27,3,2,2,2,1,1,0.269868113141874,196197.719859014,1.3250000476837158,3.393571429,112,0,0,0,0,0,0,0,0,0,1982.38964,1315.179441
HADFAPL,Melanogrammus aeglefinus,Haddock,Europe non EU,Faroe Islands,1998,3.226765311,3.284848485,1,3,1,27,3,2,2,2,1,1,0.269868113141874,196197.719859014,1.3250000476837158,3.393571429,112,0,0,0,0,0,0,0,0,0,1887.223107,1245.054419
HADFAPL,Melanogrammus aeglefinus,Haddock,Europe non EU,Faroe Islands,1999,2.32206803,3.2,1,3,1,27,3,2,2,2,1,1,0.269868113141874,196197.719859014,1.3250000476837158,3.393571429,112,0,0,0,0,0,0,0,0,0,1915.515304,1303.497978
HADFAPL,Melanogrammus aeglefinus,Haddock,Europe non EU,Faroe Islands,2000,1.764172832,2.593939394,1,3,1,27,3,2,2,2,1,1,0.269868113141874,196197.719859014,1.3250000476837158,3.393571429,112,0,0,0,0,0,0,0,0,0,2025.631652,1451.977471
HADFAPL,Melanogrammus aeglefinus,Haddock,Europe non EU,Faroe Islands,2001,2.16517095,2.242424242,1,3,1,27,3,2,2,2,1,1,0.269868113141874,196197.719859014,1.3250000476837158,3.393571429,112,0,0,0,0,0,0,0,0,0,2039.684943,1505.546973
HADFAPL,Melanogrammus aeglefinus,Haddock,Europe non EU,Faroe Islands,2002,3.476688701,2.327272727,1,3,1,27,3,2,2,2,1,1,0.269868113141874,196197.719859014,1.3250000476837158,3.393571429,112,0,0,0,0,0,0,0,0,0,1996.859502,1498.486702
HADFAPL,Melanogrammus aeglefinus,Haddock,Europe non EU,Faroe Islands,2003,4.139824016,2.703030303,1,3,1,27,3,2,2,2,1,1,0.269868113141874,196197.719859014,1.3250000476837158,3.393571429,112,0,0,0,0,0,0,0,0,0,2130.864148,1701.505925
HADFAPL,Melanogrammus aeglefinus,Haddock,Europe non EU,Faroe Islands,2004,3.549008449,3.042424242,1,3,1,27,3,2,2,2,1,1,0.269868113141874,196197.719859014,1.3250000476837158,3.393571429,112,0,0,0,0,0,0,0,0,0,2219.623954,1883.182375
HADFAPL,Melanogrammus aeglefinus,Haddock,Europe non EU,Faroe Islands,2005,2.981088298,2.76969697,1,3,1,27,3,2,2,2,1,1,0.269868113141874,196197.719859014,1.3250000476837158,3.393571429,112,0,0,0,0,0,0,0,0,0,2286.52982,2030.738687
HADFAPL,Melanogrammus aeglefinus,Haddock,Europe non EU,Faroe Islands,2006,2.175765005,2.678787879,1,3,1,27,3,2,2,2,1,1,0.269868113141874,196197.719859014,1.3250000476837158,3.393571429,112,0,0,0,0,0,0,0,0,0,2354.478038,2183.618986
HADFAPL,Melanogrammus aeglefinus,Haddock,Europe non EU,Faroe Islands,2007,1.47384319,2.466666667,1,3,1,27,3,2,2,2,1,1,0.269868113141874,196197.719859014,1.3250000476837158,3.393571429,112,0,0,0,1,1,0,0,0,0,2357.979335,2249.86768
HADFAPL,Melanogrammus aeglefinus,Haddock,Europe non EU,Faroe Islands,2008,0.973033314,2.127272727,1,3,1,27,3,2,2,2,1,1,0.269868113141874,196197.719859014,1.3250000476837158,3.393571429,112,0,0,0,1,1,0,0,0,0,2455.773163,2458.458943
HADFAPL,Melanogrammus aeglefinus,Haddock,Europe non EU,Faroe Islands,2009,0.717331349,1.896969697,1,3,1,27,3,2,2,2,1,1,0.269868113141874,196197.719859014,1.3250000476837158,3.393571429,112,0,0,0,1,1,0,0,0,0,2296.268894,2246.186582
HADFAPL,Melanogrammus aeglefinus,Haddock,Europe non EU,Faroe Islands,2010,0.543711421,2.593939394,1,3,1,27,3,2,2,2,1,1,0.269868113141874,196197.719859014,1.3250000476837158,3.393571429,112,0,0,0,1,1,0,0,0,0,2438.611684,2517.311145
